Aren't you supposed to Seal the hole in the roof?,No because the temperature isn't high enough to activate the sealant needed.,No because I don't like to remove tiles.
Aren't you supposed to Seal the hole in the roof?,No because the ladder is broken.,No because I don't like to remove tiles.
Aren't you supposed to Seal the hole in the roof?,No because the temperature isn't high enough to activate the sealant needed.,But I like that beams of sunlight come through it.
Aren't you supposed to Seal the hole in the roof?,No because the ladder is broken.,But I like that beams of sunlight come through it.
Aren't you supposed to add more salt in the food?,No because the recipe doesn't call for it.,No because I put pepper in it already.
Aren't you supposed to add more salt in the food?,No because the food has enough salt.,No because I put pepper in it already.
Aren't you supposed to add more salt in the food?,No because the recipe doesn't call for it.,No because the food is in the pot.
Aren't you supposed to add more salt in the food?,No because the food has enough salt.,No because the food is in the pot.
Aren't you supposed to add salt to the ice on the steps.,No because the steps have a chemical treatment that prevent freezing.,No because I like seeing being people slip.
Aren't you supposed to add salt to the ice on the steps.,No because the steps have a chemical treatment that prevent freezing.,No because the salt makes my hands feel weird.
Aren't you supposed to add wood to the fire before going to bed?,"No because it's already too hot in here, it needs to cool down.",No because I feel too cold to do it.
Aren't you supposed to add wood to the fire before going to bed?,No because the fire needs to burn out for safety reasons.,No because I feel too cold to do it.
Aren't you supposed to alternate carpool driving days with others? ,No because I'm the only one with a dependable vehicle.,No because I don't want to wear out my vehicle.
Aren't you supposed to alternate carpool driving days with others? ,"No because my vehicle gets better mileage, we just chip in.",No because I don't want to wear out my vehicle.
Aren't you supposed to alternate carpool driving days with others? ,No because I'm the only one with a dependable vehicle.,No because it's fair to switch off.
Aren't you supposed to alternate carpool driving days with others? ,"No because my vehicle gets better mileage, we just chip in.",No because it's fair to switch off.
Aren't you supposed to answer the office phones?,No because we hired a secretary.,No because the calls are not interesting.
Aren't you supposed to answer the office phones?,No because I am in meetings all day today.,No because the calls are not interesting.
Aren't you supposed to answer the office phones?,No because we hired a secretary.,No because the ringtone is annoying.
Aren't you supposed to answer the office phones?,No because I am in meetings all day today.,No because the ringtone is annoying.
Aren't you supposed to apologize if you step on someone's feet?,No because they were kicking me first.,"No because I was in the wrong, I should have been careful."
Aren't you supposed to apply for that job today?,No because I got another one.,"No, because I just lost my job."
Aren't you supposed to apply for that job today?,No because i already got the job.,"No, because I just lost my job."
Aren't you supposed to apply for that job today?,No because I got another one.,"No, because I'm not working right now."
Aren't you supposed to apply for that job today?,No because i already got the job.,"No, because I'm not working right now."
Aren't you supposed to apply for that job today?,No because I got another one.,No because I don't like working.
Aren't you supposed to apply for that job today?,No because i already got the job.,No because I don't like working.
Aren't you supposed to ask Macy to the Homecoming Dance tonight?,No because Macy is already going to the dance with Colt,"No because Macy didn't make an ""A"" on her biology quiz"
Aren't you supposed to ask Macy to the Homecoming Dance tonight?,No because Macy is already going to the dance with Colt,No because Finley doesn't like to go to dances
Aren't you supposed to ask Macy to the Prom tonight?,No because Macy asked me to the Prom ,No because she was nominated to be Prom Queen
Aren't you supposed to ask Macy to the Prom tonight?,No because I asked Macy to go to the Prom last night,No because she was nominated to be Prom Queen
Aren't you supposed to ask Macy to the Prom tonight?,No because Macy asked me to the Prom ,No because I am going to rent a limo
Aren't you supposed to ask Macy to the Prom tonight?,No because I asked Macy to go to the Prom last night,No because I am going to rent a limo
Aren't you supposed to ask for permission before picking those apricots?,No because those are wild plums not apricots.,No because the police will arrest me if I don't get permission.
Aren't you supposed to ask for permission before picking those apricots?,No because those are wild plums not apricots.,No because the apricots don't really belong to me.
Aren't you supposed to ask if anyone wants another drink?,No because I am all out of drinks,No because we are having coffee with dessert
Aren't you supposed to ask if anyone wants another drink?,No because I am all out of drinks,No because I am not thirsty
Aren't you supposed to ask permission before you use the car?,No because my mom told me I could use the car,No because my mom has two cars and I use the old car
Aren't you supposed to ask permission before you use the car?,No because I am the owner of the car,No because my mom has two cars and I use the old car
Aren't you supposed to ask permission before you use the car?,No because my mom told me I could use the car,No because I want to get a new car next year
Aren't you supposed to ask permission before you use the car?,No because I am the owner of the car,No because I want to get a new car next year
Aren't you supposed to ask questions while in class?,No because I understood the lecture.,But I feel like I'm smart enough to wing things.
Aren't you supposed to ask questions while in class?,No because someone else asked my questions already.,But I feel like I'm smart enough to wing things.
Aren't you supposed to ask questions while in class?,No because I understood the lecture.,No because I felt annoying if I do.
Aren't you supposed to ask questions while in class?,No because someone else asked my questions already.,No because I felt annoying if I do.
Aren't you supposed to ask questions while in class?,No because I understood the lecture.,But the class will be able to hear me.
Aren't you supposed to ask questions while in class?,No because someone else asked my questions already.,But the class will be able to hear me.
Aren't you supposed to ask your boss for help if you need it?,No because I don't need any help,No because my boss never asks for help
Aren't you supposed to ask your boss for help if you need it?,No because my boss left for the day,No because my boss never asks for help
Aren't you supposed to ask your dad if you can go to the party?,No because my mom already said I can go to the party,No because my mom lives in California
Aren't you supposed to ask your grandmother for her banana nut bread recipe?,No because she gave me the recipe last year,No because she always uses walnuts in the recipe
Aren't you supposed to ask your grandmother for her banana nut bread recipe?,No because my grandmother doesn't know how to make banana nut bread,No because she always uses walnuts in the recipe
Aren't you supposed to ask your grandmother for her banana nut bread recipe?,No because she gave me the recipe last year,No because she makes the best zucchini bread
Aren't you supposed to ask your grandmother for her banana nut bread recipe?,No because my grandmother doesn't know how to make banana nut bread,No because she makes the best zucchini bread
Aren't you supposed to ask your mother before you have a piece of cake?,No because she already said I could have a piece when I finished my homework.,But the cake is for my mouth.
Aren't you supposed to ask your mother before you have a piece of cake?,"No because she said if she wasn't home yet, I could just ask you if I could have a piece.",But the cake is for my mouth.
Aren't you supposed to ask your mother before you have a piece of cake?,No because she said to get a piece for grandma and a piece for myself when I got home from school.,But the cake is for my mouth.
Aren't you supposed to ask your mother before you have a piece of cake?,No because she already said I could have a piece when I finished my homework.,No because I'm just going to lie and tell her you ate the cake.
Aren't you supposed to ask your mother before you have a piece of cake?,"No because she said if she wasn't home yet, I could just ask you if I could have a piece.",No because I'm just going to lie and tell her you ate the cake.
Aren't you supposed to ask your mother before you have a piece of cake?,No because she said to get a piece for grandma and a piece for myself when I got home from school.,No because I'm just going to lie and tell her you ate the cake.
Aren't you supposed to ask your mother before you have a piece of cake?,No because she already said I could have a piece when I finished my homework.,But I haven't eaten any dessert today.
Aren't you supposed to ask your mother before you have a piece of cake?,"No because she said if she wasn't home yet, I could just ask you if I could have a piece.",But I haven't eaten any dessert today.
Aren't you supposed to ask your mother before you have a piece of cake?,No because she said to get a piece for grandma and a piece for myself when I got home from school.,But I haven't eaten any dessert today.
Aren't you supposed to at the Willie Nelson concert?,No because I sold the tickets on Stub-hub. ,No because I am tired of being on the road again.
Aren't you supposed to at the Willie Nelson concert?,No because he cancelled the show. ,No because I am tired of being on the road again.
Aren't you supposed to at the baseball game?,No because I sold my tickets.,No because I have already stretched for the day.
Aren't you supposed to at the baseball game?,No because it was rained out. ,No because I have already stretched for the day.
Aren't you supposed to at the jazz festival?,No because it was way too crowded.,No because there is only so much cool I can handle.
Aren't you supposed to at the jazz festival?,No because there was no social distancing.,No because there is only so much cool I can handle.
Aren't you supposed to at the jazz festival?,No because it was way too crowded.,No because I lost my goatee and striped mock neck shirt.
Aren't you supposed to at the jazz festival?,No because there was no social distancing.,No because I lost my goatee and striped mock neck shirt.
Aren't you supposed to at the opera?,No because we got tickets to a jazz festival instead.,No because I am no longer an insomniac. 
Aren't you supposed to at the opera?,No because all the tickets were sold out.,No because I am no longer an insomniac. 
Aren't you supposed to attend a work conference this weekend?,No because the conference is only for employees in a specific department that I'm not in. ,No because it's being held in a large hotel. 
Aren't you supposed to attend a work conference this weekend?,No because I was fired last week. ,No because it's being held in a large hotel. 
Aren't you supposed to attend a work conference this weekend?,No because the conference was canceled. ,No because it's being held in a large hotel. 
Aren't you supposed to attend the work conference for your company?,No because I went to the conference last year and we are only allowed to go once every three years. ,No because the conference is being held in another city. 
Aren't you supposed to attend the work conference for your company?,No because I was terminated last week. ,No because the conference is being held in another city. 
Aren't you supposed to attend your children's Thanksgiving play at school tomorrow?,No because tomorrow is Halloween,No because I don't like my children
Aren't you supposed to attend your children's Thanksgiving play at school tomorrow?,No because my kids aren't in the Thanksgiving play,No because I don't like my children
Aren't you supposed to attend your children's Thanksgiving play at school tomorrow?,No because tomorrow is Halloween,No because they have to wear costumes
Aren't you supposed to attend your children's Thanksgiving play at school tomorrow?,No because my kids aren't in the Thanksgiving play,No because they have to wear costumes
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she isn't graduating until next week,No because she thinks I am fat
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she hasn't started yet because she joined the Army,No because she thinks I am fat
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she didn't go to college,No because she thinks I am fat
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she isn't graduating until next week,No because she is graduating from the University of Alabama and we're all Auburn fans
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she hasn't started yet because she joined the Army,No because she is graduating from the University of Alabama and we're all Auburn fans
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she didn't go to college,No because she is graduating from the University of Alabama and we're all Auburn fans
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she isn't graduating until next week,No because she doesn't like me wearing my favorite shirt.
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she hasn't started yet because she joined the Army,No because she doesn't like me wearing my favorite shirt.
Aren't you supposed to attend your daughter's college graduation tomorrow?,No because she didn't go to college,No because she doesn't like me wearing my favorite shirt.
Aren't you supposed to attending a funeral.,No because its across the country.,No because funerals are way too happy for my taste.
Aren't you supposed to attending a funeral.,No because I can't handle the sorrow.,No because funerals are way too happy for my taste.
Aren't you supposed to avoid going to playgrounds?,No because I spend time in the other part of the park.,No because playgrounds are challenging to me.
Aren't you supposed to back out carefully from your driveway?,No because I am facing outward now.,No because I need to get out quickly.
Aren't you supposed to back out carefully from your driveway?,No because I am facing outward now.,No because I can't see inside the house from here.
Aren't you supposed to bake a birthday cake for mom?,No because we don't have any cake mix.,No because I bought her a cake last year.
Aren't you supposed to bake a birthday cake for mom?,No because it's not her birthday.,No because I bought her a cake last year.
Aren't you supposed to bake a birthday cake for mom?,No because our oven isn't working.,No because I bought her a cake last year.
Aren't you supposed to bake a birthday cake for mom?,No because we don't have any cake mix.,No because I don't like to have cake after jogging.
Aren't you supposed to bake a birthday cake for mom?,No because it's not her birthday.,No because I don't like to have cake after jogging.
Aren't you supposed to bake a birthday cake for mom?,No because our oven isn't working.,No because I don't like to have cake after jogging.
Aren't you supposed to bake a cake for your son's birthday?,No because he wants to get a cake from the store.,No because he wants the cake to be sweet.
Aren't you supposed to bake a cake for your son's birthday?,No because my oven has been broken.,No because he wants the cake to be sweet.
Aren't you supposed to bake a cake for your son's birthday?,No because he wants to get a cake from the store.,No because the cake will have frosting.
Aren't you supposed to bake a cake for your son's birthday?,No because my oven has been broken.,No because the cake will have frosting.
Aren't you supposed to bake cookies for the bake sale?,No because I am making brownies instead,No because you only eat sugar cookies
Aren't you supposed to bake cookies for the bake sale?,No because the bake sale got cancelled,No because you only eat sugar cookies
Aren't you supposed to bake cookies for the bake sale?,No because I am making brownies instead,No because my favorite cookies are chocolate chip
Aren't you supposed to bake cookies for the bake sale?,No because the bake sale got cancelled,No because my favorite cookies are chocolate chip
Aren't you supposed to bake cookies for your son's school party?,"No because the cookies have to be store bought, not homemade",No because my son doesn't like his teacher
Aren't you supposed to bake the appie pie in the oven?,No because the appie pie has finished baking in the oven,No because I haven't mixed up the dough for the peach cobbler
Aren't you supposed to barbeque today?,No because I forgot to defrost the meat.,No because I am eating a hotdog.
Aren't you supposed to barbeque today?,No because I don't have any charcoal.,No because I am eating a hotdog.
Aren't you supposed to barbeque today?,No because I forgot to defrost the meat.,No because I don't like how it smells.
Aren't you supposed to barbeque today?,No because I don't have any charcoal.,No because I don't like how it smells.
Aren't you supposed to baste the turkey you're cooking?,No because it's already done cooking.,No because I don't like turkey.
Aren't you supposed to be a work at this time?,No because i resigned yesterday.,But I needed to stop at McDonald's before work.
Aren't you supposed to be a work at this time?,No because today is my day off work .,But I needed to stop at McDonald's before work.
Aren't you supposed to be a work at this time?,"No because I had to call in sick, i have a fever ",But I needed to stop at McDonald's before work.
Aren't you supposed to be a work at this time?,No because i resigned yesterday.,But I wanted to get a new outfit for work.
Aren't you supposed to be a work at this time?,No because today is my day off work .,But I wanted to get a new outfit for work.
Aren't you supposed to be a work at this time?,"No because I had to call in sick, i have a fever ",But I wanted to get a new outfit for work.
Aren't you supposed to be applying for colleges right now?,No because I decided to take a year off to travel.,Applying my makeup is more important that applying for college.
Aren't you supposed to be applying for colleges right now?,No because I decided to get a job instead.,Applying my makeup is more important that applying for college.
Aren't you supposed to be applying for colleges right now?,No because I decided to take a year off to travel.,"I would, but it'd be easier to just pay under the table to get accepted."
Aren't you supposed to be applying for colleges right now?,No because I decided to get a job instead.,"I would, but it'd be easier to just pay under the table to get accepted."
Aren't you supposed to be at a tailgate party. ,No because they don't social distance at those parties. ,No because they are now lift-gate parties. 
Aren't you supposed to be at a tailgate party. ,No because they don't social distance at those parties. ,No because I am tired of replacing my liver. 
Aren't you supposed to be at basketball practice?,No because the coach is sick.,"No, because practice is at the gym."
Aren't you supposed to be at basketball practice?,No because I'm not on the team anymore.,"No, because practice is at the gym."
Aren't you supposed to be at basketball practice?,No because the gym was locked.,"No, because practice is at the gym."
Aren't you supposed to be at piano lessons?,No because I quit last week. ,No because I was listening to the radio.
Aren't you supposed to be at piano lessons?,No because piano lessons were cancelled today.,No because I was listening to the radio.
Aren't you supposed to be at piano lessons?,No because I took my lesson yesterday.,No because I was listening to the radio.
Aren't you supposed to be at piano lessons?,No because the instructor is on vacation. ,No because I was listening to the radio.
Aren't you supposed to be at piano lessons?,No because I quit last week. ,No because I don't have a guitar.
Aren't you supposed to be at piano lessons?,No because piano lessons were cancelled today.,No because I don't have a guitar.
Aren't you supposed to be at piano lessons?,No because I took my lesson yesterday.,No because I don't have a guitar.
Aren't you supposed to be at piano lessons?,No because the instructor is on vacation. ,No because I don't have a guitar.
Aren't you supposed to be at school right now?,"No because it's a holiday, so school is closed.",No because I don't like my teacher.
Aren't you supposed to be at school right now?,No because our professor said that we can have the day off.,No because I don't like my teacher.
Aren't you supposed to be at school right now?,No because it is a holiday.,No because I don't like my teacher.
Aren't you supposed to be at school right now?,No because I graduated last year.,No because I don't like my teacher.
Aren't you supposed to be at school right now?,"No because it's a holiday, so school is closed.",No because I woke up late and already missed my first class.
Aren't you supposed to be at school right now?,No because our professor said that we can have the day off.,No because I woke up late and already missed my first class.
Aren't you supposed to be at school right now?,No because it is a holiday.,No because I woke up late and already missed my first class.
Aren't you supposed to be at school right now?,No because I graduated last year.,No because I woke up late and already missed my first class.
Aren't you supposed to be at school right now?,"No because it's a holiday, so school is closed.",No because I woke up late and don't want to have to deal with traffic.
Aren't you supposed to be at school right now?,No because our professor said that we can have the day off.,No because I woke up late and don't want to have to deal with traffic.
Aren't you supposed to be at school right now?,No because it is a holiday.,No because I woke up late and don't want to have to deal with traffic.
Aren't you supposed to be at school right now?,No because I graduated last year.,No because I woke up late and don't want to have to deal with traffic.
Aren't you supposed to be at school right now?,"No because it's a holiday, so school is closed.",No because math is hard.
Aren't you supposed to be at school right now?,No because our professor said that we can have the day off.,No because math is hard.
Aren't you supposed to be at school right now?,No because it is a holiday.,No because math is hard.
Aren't you supposed to be at school right now?,No because I graduated last year.,No because math is hard.
Aren't you supposed to be at summer camp?,No because we didn't have enough money for camp.,"I was, but last time I went to summer camp I saw a mosquito."
Aren't you supposed to be at summer camp?,No because I am too old for camp.,"I was, but last time I went to summer camp I saw a mosquito."
Aren't you supposed to be at summer camp?,No because I didn't sign up this year.,"I was, but last time I went to summer camp I saw a mosquito."
Aren't you supposed to be at summer camp?,No because we didn't have enough money for camp.,No because the camp is in town.
Aren't you supposed to be at summer camp?,No because I am too old for camp.,No because the camp is in town.
Aren't you supposed to be at summer camp?,No because I didn't sign up this year.,No because the camp is in town.
Aren't you supposed to be at summer camp?,No because we didn't have enough money for camp.,"I was, but summer camp runs from June to August and it's only July."
Aren't you supposed to be at summer camp?,No because I am too old for camp.,"I was, but summer camp runs from June to August and it's only July."
Aren't you supposed to be at summer camp?,No because I didn't sign up this year.,"I was, but summer camp runs from June to August and it's only July."
Aren't you supposed to be at the DMV to take your driver's test today?,But I wasn't able to get an appointment.,But I'd need to get gas in the car first.
Aren't you supposed to be at the DMV to take your driver's test today?,But I couldn't find anyone to take me today.,But I'd need to get gas in the car first.
Aren't you supposed to be at the Dead show?,No because the tickets were too expensive.,No because my time machine will not go back to 1977.
Aren't you supposed to be at the Dead show?,No because they cancelled the show.,No because my time machine will not go back to 1977.
Aren't you supposed to be at the Dead show?,No because the tickets were too expensive.,No because its not the same without my mushrooms.
Aren't you supposed to be at the Dead show?,No because they cancelled the show.,No because its not the same without my mushrooms.
Aren't you supposed to be at the animal rights protests?,No because I went to the No Nukes protest instead. ,No because they ran out of hot dogs and burgers. 
Aren't you supposed to be at the animal rights protests?,No because I went to the No Nukes protest instead. ,No because they would not let me bring my grill. 
Aren't you supposed to be at the barber shop?,No because I decided to cut my own hair.,No because Sweeney Todd works there.
Aren't you supposed to be at the barber shop?,No because they did not have any open slots.,No because Sweeney Todd works there.
Aren't you supposed to be at the concert?,No because it was sold out.,No because I forgot my mosh pit.
Aren't you supposed to be at the eye doctor.,No because the eye doctor went out of business. ,No because I can exam my own eyes. 
Aren't you supposed to be at the eye doctor.,No because I rescheduled my appointment. ,No because I can exam my own eyes. 
Aren't you supposed to be at the eye doctor.,No because the eye doctor went out of business. ,No because I hate my eye doctor's mother.
Aren't you supposed to be at the eye doctor.,No because I rescheduled my appointment. ,No because I hate my eye doctor's mother.
Aren't you supposed to be at the football game?,No because it was sold out.,No because I don't go on to the stage until half time. 
Aren't you supposed to be at the football game?,No because it was sold out.,No because I tried to have Jesus kick me through the goal post.
Aren't you supposed to be at the horse track?,No because I just joined an animal rights club.,No because they won't let me ride the chariots.
Aren't you supposed to be at the horse track?,No because I lost all my money last time.,No because they won't let me ride the chariots.
Aren't you supposed to be at the office right now?,No because I have a bad flu.,But there is a door on the office.
Aren't you supposed to be at the office right now?,No because I quit my job yesterday. ,But there is a door on the office.
Aren't you supposed to be at the office right now?,No because my boss gave me the day off.,But there is a door on the office.
Aren't you supposed to be at the psychiatrist?,No because the psychiatrist had a nervous breakdown. ,No because I am supposed to be a psychiatrist. 
Aren't you supposed to be at the psychiatrist?,No because the psychiatrist is on vacation.,No because I am supposed to be a psychiatrist. 
Aren't you supposed to be at the soccer game?,No because the fields were destroyed by a tornado.,No because soccer is so 2015.
Aren't you supposed to be at the soccer game?,No because it was cancelled due to thunderstorms.,No because soccer is so 2015.
Aren't you supposed to be at the soccer game?,No because the fields were destroyed by a tornado.,No because someone stole my favorite net.
Aren't you supposed to be at the soccer game?,No because it was cancelled due to thunderstorms.,No because someone stole my favorite net.
Aren't you supposed to be at work before eight?,No because it is not my turn to open the store today. ,No because I went to bed too late. 
Aren't you supposed to be at work before eight?,No because the store hours have changed. ,No because I went to bed too late. 
Aren't you supposed to be at work by 4 pm?,No because I have to be at work at noon,No because I am the backline cook
Aren't you supposed to be at work by 4 pm?,No because today is my day off,No because I am the backline cook
Aren't you supposed to be at work by 4 pm?,No because I have to be at work at noon,No because I usually work the front counter
Aren't you supposed to be at work by 4 pm?,No because today is my day off,No because I usually work the front counter
Aren't you supposed to be at work in 30 minutes?,No because I have the day off.,No because I don't want to drive today.
Aren't you supposed to be at work in 30 minutes?,No because I am feeling sick and called off.,No because I don't want to drive today.
Aren't you supposed to be at work in 30 minutes?,No because my start time was delayed until this evening.,No because I don't want to drive today.
Aren't you supposed to be at work in an hour?,No because I'm working remotely from home today. ,"No, because I have a job."
Aren't you supposed to be at work in an hour?,No because I took the day off work. ,"No, because I have a job."
Aren't you supposed to be at your ball game?,No because the game got moved to tomorrow.,No because I am wearing my uniform.
Aren't you supposed to be at your ball game?,No because the game got rained out.,No because I am wearing my uniform.
Aren't you supposed to be at your ball game?,No because I quit the team.,No because I am wearing my uniform.
Aren't you supposed to be at your ball game?,No because the game got moved to tomorrow.,"No, the ball game is supposed to come to me."
Aren't you supposed to be at your ball game?,No because the game got rained out.,"No, the ball game is supposed to come to me."
Aren't you supposed to be at your ball game?,No because I quit the team.,"No, the ball game is supposed to come to me."
Aren't you supposed to be at your swim meet?,No because I was disqualified from this competition.,But I don't like seeing my coach in his swimming trunks
Aren't you supposed to be at your swim meet?,No because I got kicked off the team for poor grades.,But I don't like seeing my coach in his swimming trunks
Aren't you supposed to be at your swim meet?,No because I got injured and couldn't compete.,But I don't like seeing my coach in his swimming trunks
Aren't you supposed to be at your swim meet?,No because I was disqualified from this competition.,No because I didn't shave my legs
Aren't you supposed to be at your swim meet?,No because I got kicked off the team for poor grades.,No because I didn't shave my legs
Aren't you supposed to be at your swim meet?,No because I got injured and couldn't compete.,No because I didn't shave my legs
Aren't you supposed to be at your swim meet?,No because I was disqualified from this competition.,No because I was too hungry so I couldn't swim.
Aren't you supposed to be at your swim meet?,No because I got kicked off the team for poor grades.,No because I was too hungry so I couldn't swim.
Aren't you supposed to be at your swim meet?,No because I got injured and couldn't compete.,No because I was too hungry so I couldn't swim.
Aren't you supposed to be bandaging your hand?,No because the wound is healed already.,I should but I decided to take a nursing class first.
Aren't you supposed to be bandaging your hand?,No because nothing is wrong with my hand.,I should but I decided to take a nursing class first.
Aren't you supposed to be bandaging your hand?,No because the wound is healed already.,I should but I didn't want to get blood on them.
Aren't you supposed to be bandaging your hand?,No because nothing is wrong with my hand.,I should but I didn't want to get blood on them.
Aren't you supposed to be bathing the dog?,No because I gave her bath last night.,No because the dog likes privacy when bathing.
Aren't you supposed to be bathing the dog?,No because I hired the groomer to do it.,No because the dog likes privacy when bathing.
Aren't you supposed to be bathing the dog?,No because I gave her bath last night.,No because dirty dogs are the in thing. 
Aren't you supposed to be bathing the dog?,No because I hired the groomer to do it.,No because dirty dogs are the in thing. 
Aren't you supposed to be broadcasting the news?,No because they would not renew my contract.,No because I am tired of broadcasting fake news.
Aren't you supposed to be broadcasting the news?,No because they would not renew my contract.,No because I can't stand the weatherman.
Aren't you supposed to be brushing your teeth?,No because I finished already.,No because it's Wednesday.
Aren't you supposed to be brushing your teeth?,No because I finished already.,It feels too good to brush.
Aren't you supposed to be buying a new washer?,No because I am waiting for the big sale next week. ,No because I Ken-no-more. 
Aren't you supposed to be buying a new washer?,No because I decided just to repair the old one. ,No because I Ken-no-more. 
Aren't you supposed to be buying a new washer?,No because I am waiting for the big sale next week. ,No because I stop dating the Maytag repairman. 
Aren't you supposed to be buying a new washer?,No because I decided just to repair the old one. ,No because I stop dating the Maytag repairman. 
Aren't you supposed to be calling tech support about the server?,No because I fixed it myself.,No because I'm afraid of what may happen if it's working optimally.
Aren't you supposed to be calling tech support about the server?,No because I fixed it myself.,No because tech support despises me.
Aren't you supposed to be cleaning out the gutters right now?,No because the company that does our lawn also does the gutters. ,The gutters are very scary.
